ú1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,-1,0
1,0,-1,0
1,0,-1,0
1,0,-1,0
1,0,-1,0
1,0,-1,0
1,0,-1,0
1,0,-1,0
1,0,-1,0
1,0,-1,0
1,0,-1,0
1,0,-1,0
1,-1,-1,0
1,-1,-1,0
1,-1,-1,0
1,-1,-1,0
1,-1,-1,0
1,-1,-1,0
1,-1,-1,0
1,-1,-1,0
1,-1,-1,0
1,-1,-1,0
1,-1,-1,0
1,-1,-1,0
1,-1,-1,0
1,-1,-2,0
1,-1,-2,0
1,-1,-2,0
1,-1,-2,0
1,-1,-2,0
1,-1,-2,0
1,-1,-2,0
1,-1,-2,0
1,-1,-2,0
1,-1,-2,0
1,-1,-2,0
1,-1,-2,0
1,-1,-2,0
1,-1,-2,0
1,-1,-2,0
1,-1,-2,-1
1,-1,-2,-1
1,-1,-2,-1
1,-1,-2,-1
1,-1,-2,-2
1,-1,-2,-2
1,-1,-2,-2
1,-2,-2,-2
1,-2,-2,-2
1,-2,-2,-3
1,-2,-2,-3
1,-2,-2,-3
1,-2,-1,-3
1,-2,-1,-3
1,-2,-1,-4
1,-2,-1,-4
1,-2,-1,-4
1,-2,-1,-5
1,-2,-1,-6
1,-2,-1,-6
1,-2,-1,-7
1,-2,-1,-7
1,-2,-1,-8
1,-2,-1,-9
1,-2,-1,-10
1,-3,-1,-10
1,-3,-1,-11
1,-3,-1,-12
1,-3,-1,-13
1,-3,0,-13
1,-3,0,-14
1,-3,0,-15
1,-3,0,-16
1,-3,0,-17
1,-3,0,-18
1,-3,0,-20
1,-4,0,-21
1,-4,0,-23
1,-4,0,-24
1,-4,0,-26
1,-4,0,-26
1,-4,-1,-27
1,-4,-2,-28
1,-5,-2,-28
1,-5,-2,-29
1,-5,-2,-30
1,-5,-2,-31
1,-5,-2,-32
1,-5,-2,-34
1,-5,-2,-36
1,-5,-1,-38
1,-5,-1,-40
1,-5,-1,-41
1,-5,-1,-42
1,-5,0,-44
1,-5,0,-45
1,-5,0,-47
1,-5,0,-48
1,-5,0,-50
1,-5,0,-51
1,-5,0,-53
1,-5,0,-54
1,-5,0,-55
1,-5,1,-55
1,-5,1,-56
1,-5,1,-57
1,-5,1,-57
1,-5,1,-57
1,-5,1,-58
1,-5,1,-58
1,-5,1,-58
1,-5,1,-58
1,-5,1,-58
1,-5,0,-58
1,-5,0,-57
1,-5,0,-57
1,-5,0,-57
1,-5,0,-56
1,-5,0,-55
1,-5,0,-54
1,-5,0,-54
1,-5,0,-53
1,-5,0,-52
1,-5,0,-50
1,-5,0,-49
1,-4,0,-49
1,-4,1,-48
1,-4,2,-48
1,-4,3,-48
1,-4,3,-48
1,-4,2,-48
1,-4,2,-48
1,-4,1,-48
1,-4,1,-48
1,-4,1,-48
1,-5,0,-48
1,-5,0,-48
1,-5,0,-48
1,-5,0,-48
1,-5,0,-48
1,-5,0,-48
1,-5,0,-48
1,-5,0,-48
1,-5,0,-48
1,-5,0,-48
1,-5,0,-48
1,-5,0,-48
1,-5,0,-48
1,-5,0,-48
1,-5,0,-48
1,-5,0,-48
1,-5,1,-47
1,-5,1,-47
1,-5,1,-47
1,-5,2,-47
1,-5,1,-47
1,-5,1,-47
1,-5,1,-47
1,-5,1,-47
1,-5,1,-47
1,-5,1,-47
1,-5,0,-47
1,-5,0,-47
1,-5,0,-47
1,-5,0,-47
1,-5,0,-47
1,-5,0,-47
1,-5,0,-47
1,-5,0,-47
1,-5,0,-47
1,-5,0,-47
1,-5,0,-47
1,-5,0,-47
1,-5,1,-47
1,-5,1,-47
